EFFORTID,TRANSID,PROJECTCODE,Date,SITE,OBSERVER,END,ELAPSED,CLOUDS,RAIN,MOON,TRANSECT,COUNT,BAIT,CONFIG,HEIGHT,ARRAY,BI,T-ELAPSED,SPACING,ROW SPACINGl,COMMENTS
9627,46027,NWFN TRAP 1,3-Jun-04,NWFN,CPW,800,24,60,0,,B,13,M,M,C,S,0,24,16,16,
9627,46030,NWFN TRAP 1,3-Jun-04,NWFN,CPW,800,24,60,0,,D,13,M,M,C,S,0,24,16,16,
9627,46032,NWFN TRAP 1,3-Jun-04,NWFN,CPW,800,24,60,0,,F,13,M,M,C,S,1,24,16,16,
9627,46041,NWFN TRAP 1,3-Jun-04,NWFN,CPW,730,24,60,0,,H,13,M,M,C,S,2,24,16,16,
9627,46043,NWFN TRAP 1,3-Jun-04,NWFN,CPW,730,24,60,0,,J,13,M,M,C,S,1,24,16,16,
9627,46044,NWFN TRAP 1,3-Jun-04,NWFN,CPW,800,24,60,0,,L,13,M,M,C,S,0,24,16,16,
9627,46045,NWFN TRAP 1,3-Jun-04,NWFN,CPW,700,24,60,0,,N,13,M,M,C,S,0,24,16,16,
9627,46046,NWFN TRAP 1,3-Jun-04,NWFN,CPW,700,24,60,0,,P,13,M,M,C,S,0,24,16,16,
9627,46050,NWFN TRAP 1,3-Jun-04,NWFN,CPW,700,24,60,0,,R,12,M,M,C,S,1,24,16,16,BROKEN
9627,46050,NWFN TRAP 1,3-Jun-04,NWFN,CPW,700,24,60,0,,R,12,M,M,C,S,1,24,16,16,FLAP STUCK
9627,46059,NWFN TRAP 1,3-Jun-04,NWFN,CPW,700,24,60,0,,T,13,M,M,C,S,0,24,16,16,
9627,46060,NWFN TRAP 1,3-Jun-04,NWFN,CPW,730,24,60,0,,V,13,M,M,C,S,1,24,16,16,
9627,46062,NWFN TRAP 1,3-Jun-04,NWFN,CPW,730,24,60,0,,X,13,M,M,C,S,1,24,16,16,
9627,46064,NWFN TRAP 1,3-Jun-04,NWFN,CPW,800,24,60,0,,Z,13,M,M,C,S,1,24,16,16,
9632,46101,NWFN TRAP 1,4-Jun-04,NWFN,MPG,730,24,10,0,,B,13,M,M,C,S,1,24,16,16,
9632,46104,NWFN TRAP 1,4-Jun-04,NWFN,MPG,730,24,10,0,,D,13,M,M,C,S,0,24,16,16,
9632,46105,NWFN TRAP 1,4-Jun-04,NWFN,MPG,730,24,10,0,,F,13,M,M,C,S,0,24,16,16,
9632,46107,NWFN TRAP 1,4-Jun-04,NWFN,MPG,730,24,10,0,,H,13,M,M,C,S,0,24,16,16,
9632,46109,NWFN TRAP 1,4-Jun-04,NWFN,MPG,730,24,10,0,,J,13,M,M,C,S,0,24,16,16,
9632,46110,NWFN TRAP 1,4-Jun-04,NWFN,MPG,730,24,10,0,,L,13,M,M,C,S,1,24,16,16,
9632,46113,NWFN TRAP 1,4-Jun-04,NWFN,MPG,730,24,10,0,,N,11,M,M,C,S,2,24,16,16,SIDES DON'T MEET
9632,46123,NWFN TRAP 1,4-Jun-04,NWFN,MPG,730,24,10,0,,P,13,M,M,C,S,0,24,16,16,
9632,46124,NWFN TRAP 1,4-Jun-04,NWFN,MPG,730,24,10,0,,R,13,M,M,C,S,0,24,16,16,
9632,46126,NWFN TRAP 1,4-Jun-04,NWFN,MPG,730,24,10,0,,T,13,M,M,C,S,1,24,16,16,
9632,46130,NWFN TRAP 1,4-Jun-04,NWFN,MPG,730,24,10,0,,V,13,M,M,C,S,0,24,16,16,
9632,46133,NWFN TRAP 1,4-Jun-04,NWFN,MPG,730,24,10,0,,X,13,M,M,C,S,2,24,16,16,
9632,46141,NWFN TRAP 1,4-Jun-04,NWFN,MPG,730,24,10,0,,Z,13,M,M,C,S,1,24,16,16,
9636,46155,NWFN TRAP 1,5-Jun-04,NWFN,PAR,725,24,30,0,,B,13,M,M,C,S,2,24,16,16,
9636,46156,NWFN TRAP 1,5-Jun-04,NWFN,PAR,725,24,30,0,,D,13,M,M,C,S,0,24,16,16,
9636,46157,NWFN TRAP 1,5-Jun-04,NWFN,PAR,725,24,30,0,,F,13,M,M,C,S,2,24,16,16,
9636,46158,NWFN TRAP 1,5-Jun-04,NWFN,PAR,725,24,30,0,,H,13,M,M,C,S,1,24,16,16,
9636,46159,NWFN TRAP 1,5-Jun-04,NWFN,PAR,725,24,30,0,,J,13,M,M,C,S,1,24,16,16,
9636,46160,NWFN TRAP 1,5-Jun-04,NWFN,PAR,725,24,30,0,,L,13,M,M,C,S,0,24,16,16,
9636,46161,NWFN TRAP 1,5-Jun-04,NWFN,PAR,725,24,30,0,,N,13,M,M,C,S,0,24,16,16,
9636,46162,NWFN TRAP 1,5-Jun-04,NWFN,PAR,730,24,30,0,,P,13,M,M,C,S,0,24,16,16,
9636,46163,NWFN TRAP 1,5-Jun-04,NWFN,PAR,730,24,30,0,,R,13,M,M,C,S,1,24,16,16,
9636,46164,NWFN TRAP 1,5-Jun-04,NWFN,PAR,730,24,30,0,,T,13,M,M,C,S,0,24,16,16,
9636,46165,NWFN TRAP 1,5-Jun-04,NWFN,PAR,730,24,30,0,,V,13,M,M,C,S,1,24,16,16,
9636,46166,NWFN TRAP 1,5-Jun-04,NWFN,PAR,730,24,30,0,,X,13,M,M,C,S,2,24,16,16,
9636,46167,NWFN TRAP 1,5-Jun-04,NWFN,PAR,730,24,30,0,,Z,13,M,M,C,S,1,24,16,16,
9637,46168,NWFN TRAP 1,6-Jun-04,NWFN,CPW,811,24,30,0,,B,13,M,M,C,S,0,24,16,16,
9637,46169,NWFN TRAP 1,6-Jun-04,NWFN,CPW,811,24,30,0,,D,13,M,M,C,S,0,24,16,16,
9637,46170,NWFN TRAP 1,6-Jun-04,NWFN,CPW,811,24,30,0,,F,13,M,M,C,S,0,24,16,16,
9637,46171,NWFN TRAP 1,6-Jun-04,NWFN,CPW,811,24,30,0,,H,13,M,M,C,S,1,24,16,16,
9637,46172,NWFN TRAP 1,6-Jun-04,NWFN,CPW,811,24,30,0,,J,13,M,M,C,S,0,24,16,16,
9637,46173,NWFN TRAP 1,6-Jun-04,NWFN,CPW,811,24,30,0,,L,10,M,M,C,S,3,24,16,16,NO CLIP
9637,46174,NWFN TRAP 1,6-Jun-04,NWFN,CPW,811,24,30,0,,N,13,M,M,C,S,0,24,16,16,
9637,46175,NWFN TRAP 1,6-Jun-04,NWFN,CPW,811,24,30,0,,P,13,M,M,C,S,0,24,16,16,
9637,46176,NWFN TRAP 1,6-Jun-04,NWFN,CPW,811,24,30,0,,R,13,M,M,C,S,0,24,16,16,
9637,46177,NWFN TRAP 1,6-Jun-04,NWFN,CPW,811,24,30,0,,T,13,M,M,C,S,0,24,16,16,
9637,46178,NWFN TRAP 1,6-Jun-04,NWFN,CPW,811,24,30,0,,V,13,M,M,C,S,1,24,16,16,
9637,46179,NWFN TRAP 1,6-Jun-04,NWFN,CPW,811,24,30,0,,X,13,M,M,C,S,0,24,16,16,
9637,46180,NWFN TRAP 1,6-Jun-04,NWFN,CPW,811,24,30,0,,Z,13,M,M,C,S,1,24,16,16,
9638,46181,NWFN TRAP 1,7-Jun-04,NWFN,MPG,720,24,15,10,,B,13,M,M,C,S,1,24,16,16,
9638,46182,NWFN TRAP 1,7-Jun-04,NWFN,MPG,720,24,15,10,,D,13,M,M,C,S,2,24,16,16,
9638,46183,NWFN TRAP 1,7-Jun-04,NWFN,MPG,720,24,15,10,,F,12,M,M,C,S,0,24,16,16,RAT
9638,46184,NWFN TRAP 1,7-Jun-04,NWFN,MPG,720,24,15,10,,H,13,M,M,C,S,1,24,16,16,
9638,46185,NWFN TRAP 1,7-Jun-04,NWFN,MPG,720,24,15,10,,J,13,M,M,C,S,1,24,16,16,
9638,46186,NWFN TRAP 1,7-Jun-04,NWFN,MPG,720,24,15,10,,L,13,M,M,C,S,1,24,16,16,
9638,46187,NWFN TRAP 1,7-Jun-04,NWFN,MPG,720,24,15,10,,N,13,M,M,C,S,0,24,16,16,
9638,46188,NWFN TRAP 1,7-Jun-04,NWFN,MPG,720,24,15,10,,P,11,M,M,C,S,0,24,16,16,
9638,46189,NWFN TRAP 1,7-Jun-04,NWFN,MPG,720,24,15,10,,R,13,M,M,C,S,0,24,16,16,
9638,46190,NWFN TRAP 1,7-Jun-04,NWFN,MPG,720,24,15,10,,T,13,M,M,C,S,2,24,16,16,
9638,46191,NWFN TRAP 1,7-Jun-04,NWFN,MPG,720,24,15,10,,V,13,M,M,C,S,0,24,16,16,
9638,46192,NWFN TRAP 1,7-Jun-04,NWFN,MPG,720,24,15,10,,X,13,M,M,C,S,2,24,16,16,
9638,46193,NWFN TRAP 1,7-Jun-04,NWFN,MPG,720,24,15,10,,Z,13,M,M,C,S,0,24,16,16,
9638,51100,NWFN TRAP 1,7-Jun-04,NWFN,MPG,730,24,15,10,,RIM,13,M,M,C,S,1,24,16,16,
9639,46194,NWFN TRAP 1,8-Jun-04,NWFN,JBV,720,24,10,0,,B,13,M,M,C,S,3,24,16,16,
9639,46195,NWFN TRAP 1,8-Jun-04,NWFN,JBV,720,24,10,0,,D,13,M,M,C,S,1,24,16,16,
9639,46196,NWFN TRAP 1,8-Jun-04,NWFN,JBV,720,24,10,0,,F,13,M,M,C,S,0,24,16,16,
9639,46197,NWFN TRAP 1,8-Jun-04,NWFN,JBV,720,24,10,0,,H,13,M,M,C,S,1,24,16,16,
9639,46198,NWFN TRAP 1,8-Jun-04,NWFN,JBV,730,24,10,0,,J,12,M,M,C,S,1,24,16,16,ENDS DON'T MEET
9639,46199,NWFN TRAP 1,8-Jun-04,NWFN,JBV,730,24,10,0,,L,13,M,M,C,S,1,24,16,16,
9639,46200,NWFN TRAP 1,8-Jun-04,NWFN,JBV,720,24,10,0,,N,13,M,M,C,S,0,24,16,16,
9639,46201,NWFN TRAP 1,8-Jun-04,NWFN,JBV,720,24,10,0,,P,13,M,M,C,S,0,24,16,16,
9639,46202,NWFN TRAP 1,8-Jun-04,NWFN,JBV,720,24,10,0,,R,13,M,M,C,S,0,24,16,16,
9639,46203,NWFN TRAP 1,8-Jun-04,NWFN,JBV,720,24,10,0,,T,13,M,M,C,S,0,24,16,16,
9639,46204,NWFN TRAP 1,8-Jun-04,NWFN,JBV,720,24,10,0,,V,13,M,M,C,S,1,24,16,16,
9639,46205,NWFN TRAP 1,8-Jun-04,NWFN,JBV,720,24,10,0,,X,13,M,M,C,S,2,24,16,16,
9639,46206,NWFN TRAP 1,8-Jun-04,NWFN,JBV,720,24,10,0,,Z,13,M,M,C,S,1,24,16,16,
9640,46207,NWFN TRAP 1,9-Jun-04,NWFN,PAR,736,24,35,0,,B,13,M,M,C,S,2,24,16,16,
9640,46208,NWFN TRAP 1,9-Jun-04,NWFN,PAR,736,24,35,0,,D,12,M,M,C,S,0,24,16,16,CHAMBER BLOCKING DOOR
9640,46209,NWFN TRAP 1,9-Jun-04,NWFN,PAR,736,24,35,0,,F,13,M,M,C,S,1,24,16,16,
9640,46210,NWFN TRAP 1,9-Jun-04,NWFN,PAR,736,24,35,0,,H,13,M,M,C,S,0,24,16,16,
9640,46211,NWFN TRAP 1,9-Jun-04,NWFN,PAR,736,24,35,0,,J,13,M,M,C,S,0,24,16,16,
9640,46212,NWFN TRAP 1,9-Jun-04,NWFN,PAR,736,24,35,0,,L,13,M,M,C,S,0,24,16,16,
9640,46213,NWFN TRAP 1,9-Jun-04,NWFN,PAR,730,24,35,0,,N,13,M,M,C,S,3,24,16,16,
9640,46214,NWFN TRAP 1,9-Jun-04,NWFN,PAR,730,24,35,0,,P,12,M,M,C,S,0,24,16,16,NON-FUNCTIONAL
9640,46215,NWFN TRAP 1,9-Jun-04,NWFN,PAR,736,24,35,0,,R,13,M,M,C,S,0,24,16,16,
9640,46216,NWFN TRAP 1,9-Jun-04,NWFN,PAR,736,24,35,0,,T,13,M,M,C,S,0,24,16,16,
9640,46217,NWFN TRAP 1,9-Jun-04,NWFN,PAR,736,24,35,0,,V,13,M,M,C,S,3,24,16,16,
9640,46218,NWFN TRAP 1,9-Jun-04,NWFN,PAR,736,24,35,0,,X,13,M,M,C,S,1,24,16,16,
9640,46219,NWFN TRAP 1,9-Jun-04,NWFN,PAR,736,24,35,0,,Z,13,M,M,C,S,1,24,16,16,
9641,46220,NWFN TRAP 1,10-Jun-04,NWFN,MPG,730,24,75,0,,B,13,M,M,C,S,1,24,16,16,
9641,46221,NWFN TRAP 1,10-Jun-04,NWFN,MPG,730,24,75,0,,D,13,M,M,C,S,1,24,16,16,
9641,46222,NWFN TRAP 1,10-Jun-04,NWFN,MPG,730,24,75,0,,F,13,M,M,C,S,2,24,16,16,
9641,46223,NWFN TRAP 1,10-Jun-04,NWFN,MPG,736,24,75,0,,H,13,M,M,C,S,1,24,16,16,
9641,46224,NWFN TRAP 1,10-Jun-04,NWFN,MPG,736,24,75,0,,J,13,M,M,C,S,1,24,16,16,
9641,46225,NWFN TRAP 1,10-Jun-04,NWFN,MPG,730,24,75,0,,L,13,M,M,C,S,0,24,16,16,
9641,46226,NWFN TRAP 1,10-Jun-04,NWFN,MPG,730,24,75,0,,N,13,M,M,C,S,0,24,16,16,
9641,46227,NWFN TRAP 1,10-Jun-04,NWFN,MPG,730,24,75,0,,P,13,M,M,C,S,1,24,16,16,
9641,46228,NWFN TRAP 1,10-Jun-04,NWFN,MPG,730,24,75,0,,R,13,M,M,C,S,1,24,16,16,
9641,46229,NWFN TRAP 1,10-Jun-04,NWFN,MPG,730,24,75,0,,T,13,M,M,C,S,1,24,16,16,
9641,46230,NWFN TRAP 1,10-Jun-04,NWFN,MPG,730,24,75,0,,V,13,M,M,C,S,0,24,16,16,
9641,46231,NWFN TRAP 1,10-Jun-04,NWFN,MPG,730,24,75,0,,X,13,M,M,C,S,2,24,16,16,
9641,46232,NWFN TRAP 1,10-Jun-04,NWFN,MPG,730,24,75,0,,Z,13,M,M,C,S,1,24,16,16,
9626,46025,NWFN TRAP 1,11-Jun-04,NWFN,JBV,730,24,70,0,,B,13,M,M,C,S,3,24,16,16,
9626,46026,NWFN TRAP 1,11-Jun-04,NWFN,JBV,730,24,70,0,,D,13,M,M,C,S,1,24,16,16,
9626,46028,NWFN TRAP 1,11-Jun-04,NWFN,JBV,730,24,70,0,,F,13,M,M,C,S,1,24,16,16,
9626,46029,NWFN TRAP 1,11-Jun-04,NWFN,JBV,730,24,70,0,,H,13,M,M,C,S,1,24,16,16,
9626,46031,NWFN TRAP 1,11-Jun-04,NWFN,JBV,730,24,70,0,,J,13,M,M,C,S,2,24,16,16,
9626,46033,NWFN TRAP 1,11-Jun-04,NWFN,JBV,730,24,70,0,,L,13,M,M,C,S,0,24,16,16,
9626,46034,NWFN TRAP 1,11-Jun-04,NWFN,JBV,730,24,70,0,,N,13,M,M,C,S,0,24,16,16,
9626,46035,NWFN TRAP 1,11-Jun-04,NWFN,JBV,730,24,70,0,,P,13,M,M,C,S,0,24,16,16,
9626,46036,NWFN TRAP 1,11-Jun-04,NWFN,JBV,730,24,70,0,,R,13,M,M,C,S,1,24,16,16,
9626,46037,NWFN TRAP 1,11-Jun-04,NWFN,JBV,730,24,70,0,,T,13,M,M,C,S,1,24,16,16,
9626,46038,NWFN TRAP 1,11-Jun-04,NWFN,JBV,730,24,70,0,,V,13,M,M,C,S,1,24,16,16,
9626,46039,NWFN TRAP 1,11-Jun-04,NWFN,JBV,730,24,70,0,,X,10,M,M,C,S,3,24,16,16,NON-FUNCTIONAL
9626,46040,NWFN TRAP 1,11-Jun-04,NWFN,JBV,730,24,70,0,,Z,13,M,M,C,S,1,24,16,16,
9628,46042,NWFN TRAP 1,12-Jun-04,NWFN,ICC,740,24,80,0,,B,13,M,M,C,S,4,24,16,16,
9628,46047,NWFN TRAP 1,12-Jun-04,NWFN,ICC,740,24,80,0,,d,13,M,M,C,S,0,24,16,16,
9628,46048,NWFN TRAP 1,12-Jun-04,NWFN,ICC,740,24,80,0,,F,13,M,M,C,S,0,24,16,16,
9628,46049,NWFN TRAP 1,12-Jun-04,NWFN,ICC,740,24,80,0,,H,13,M,M,C,S,0,24,16,16,
9628,46051,NWFN TRAP 1,12-Jun-04,NWFN,ICC,740,24,80,0,,J,13,M,M,C,S,1,24,16,16,
9628,46052,NWFN TRAP 1,12-Jun-04,NWFN,ICC,740,24,80,0,,L,13,M,M,C,S,0,24,16,16,
9628,46053,NWFN TRAP 1,12-Jun-04,NWFN,ICC,740,24,80,0,,N,13,M,M,C,S,0,24,16,16,
9628,46054,NWFN TRAP 1,12-Jun-04,NWFN,ICC,740,24,80,0,,P,13,M,M,C,S,2,24,16,16,
9628,46055,NWFN TRAP 1,12-Jun-04,NWFN,ICC,740,24,80,0,,R,13,M,M,C,S,0,24,16,16,
9628,46056,NWFN TRAP 1,12-Jun-04,NWFN,ICC,740,24,80,0,,T,13,M,M,C,S,1,24,16,16,
9628,46057,NWFN TRAP 1,12-Jun-04,NWFN,ICC,740,24,80,0,,V,12,M,M,C,S,0,24,16,16,LARGE RATS
9628,46058,NWFN TRAP 1,12-Jun-04,NWFN,ICC,740,24,80,0,,X,13,M,M,C,S,2,24,16,16,
9628,46061,NWFN TRAP 1,12-Jun-04,NWFN,ICC,740,24,80,0,,Z,13,M,M,C,S,2,24,16,16,
9629,46063,NWFN TRAP 1,13-Jun-04,NWFN,PAR,708,24,50,0,,B,13,M,M,C,S,1,24,16,16,
9629,46065,NWFN TRAP 1,13-Jun-04,NWFN,PAR,708,24,50,0,,D,13,M,M,C,S,1,24,16,16,
9629,46066,NWFN TRAP 1,13-Jun-04,NWFN,PAR,708,24,50,0,,F,13,M,M,C,S,0,24,16,16,
9629,46067,NWFN TRAP 1,13-Jun-04,NWFN,PAR,708,24,50,0,,H,13,M,M,C,S,0,24,16,16,
9629,46068,NWFN TRAP 1,13-Jun-04,NWFN,PAR,708,24,50,0,,J,13,M,M,C,S,2,24,16,16,
9629,46069,NWFN TRAP 1,13-Jun-04,NWFN,PAR,708,24,50,0,,L,13,M,M,C,S,0,24,16,16,
9629,46070,NWFN TRAP 1,13-Jun-04,NWFN,PAR,708,24,50,0,,N,13,M,M,C,S,1,24,16,16,
9629,46071,NWFN TRAP 1,13-Jun-04,NWFN,PAR,708,24,50,0,,P,13,M,M,C,S,1,24,16,16,
9629,46072,NWFN TRAP 1,13-Jun-04,NWFN,PAR,708,24,50,0,,R,13,M,M,C,S,0,24,16,16,
9629,46073,NWFN TRAP 1,13-Jun-04,NWFN,PAR,708,24,50,0,,T,13,M,M,C,S,0,24,16,16,
9629,46074,NWFN TRAP 1,13-Jun-04,NWFN,PAR,735,24,50,0,,V,13,M,M,C,S,2,24,16,16,
9629,46075,NWFN TRAP 1,13-Jun-04,NWFN,PAR,735,24,50,0,,X,13,M,M,C,S,2,24,16,16,
9629,46076,NWFN TRAP 1,13-Jun-04,NWFN,PAR,735,24,50,0,,Z,13,M,M,C,S,1,24,16,16,
9630,46077,NWFN TRAP 1,14-Jun-04,NWFN,MPG,804,24,95,10,,B,13,M,M,C,S,1,24,16,16,
9630,46078,NWFN TRAP 1,14-Jun-04,NWFN,MPG,804,24,95,10,,D,13,M,M,C,S,0,24,16,16,
9630,46079,NWFN TRAP 1,14-Jun-04,NWFN,MPG,804,24,95,10,,F,13,M,M,C,S,0,24,16,16,
9630,46080,NWFN TRAP 1,14-Jun-04,NWFN,MPG,804,24,95,10,,H,13,M,M,C,S,0,24,16,16,
9630,46081,NWFN TRAP 1,14-Jun-04,NWFN,MPG,804,24,95,10,,J,13,M,M,C,S,0,24,16,16,
9630,46082,NWFN TRAP 1,14-Jun-04,NWFN,MPG,804,24,95,10,,L,13,M,M,C,S,0,24,16,16,
9630,46083,NWFN TRAP 1,14-Jun-04,NWFN,MPG,804,24,95,10,,N,13,M,M,C,S,1,24,16,16,
9630,46084,NWFN TRAP 1,14-Jun-04,NWFN,MPG,806,24,95,10,,P,13,M,M,C,S,0,24,16,16,
9630,46085,NWFN TRAP 1,14-Jun-04,NWFN,MPG,806,24,95,10,,R,13,M,M,C,S,0,24,16,16,
9630,46086,NWFN TRAP 1,14-Jun-04,NWFN,MPG,806,24,95,10,,T,13,M,M,C,S,2,24,16,16,
9630,46087,NWFN TRAP 1,14-Jun-04,NWFN,MPG,804,24,95,10,,V,13,M,M,C,S,0,24,16,16,
9630,46088,NWFN TRAP 1,14-Jun-04,NWFN,MPG,804,24,95,10,,X,13,M,M,C,S,0,24,16,16,
9630,46089,NWFN TRAP 1,14-Jun-04,NWFN,MPG,804,24,95,10,,Z,13,M,M,C,S,0,24,16,16,
9631,46090,NWFN TRAP 1,15-Jun-04,NWFN,PAR,735,24,80,11,,B,13,M,M,C,S,1,24,16,16,
9631,46091,NWFN TRAP 1,15-Jun-04,NWFN,PAR,735,24,80,11,,D,13,M,M,C,S,1,24,16,16,
9631,46092,NWFN TRAP 1,15-Jun-04,NWFN,PAR,735,24,80,11,,F,13,M,M,C,S,0,24,16,16,
9631,46093,NWFN TRAP 1,15-Jun-04,NWFN,PAR,735,24,80,11,,H,13,M,M,C,S,0,24,16,16,
9631,46094,NWFN TRAP 1,15-Jun-04,NWFN,PAR,735,24,80,11,,J,13,M,M,C,S,0,24,16,16,
9631,46095,NWFN TRAP 1,15-Jun-04,NWFN,PAR,735,24,80,11,,L,13,M,M,C,S,0,24,16,16,
9631,46096,NWFN TRAP 1,15-Jun-04,NWFN,PAR,735,24,80,11,,N,13,M,M,C,S,0,24,16,16,
9631,46097,NWFN TRAP 1,15-Jun-04,NWFN,PAR,735,24,80,11,,P,13,M,M,C,S,0,24,16,16,
9631,46098,NWFN TRAP 1,15-Jun-04,NWFN,PAR,735,24,80,11,,R,13,M,M,C,S,0,24,16,16,
9631,46099,NWFN TRAP 1,15-Jun-04,NWFN,PAR,735,24,80,11,,T,13,M,M,C,S,1,24,16,16,
9631,46100,NWFN TRAP 1,15-Jun-04,NWFN,PAR,738,24,80,11,,V,13,M,M,C,S,1,24,16,16,
9631,46102,NWFN TRAP 1,15-Jun-04,NWFN,PAR,738,24,80,11,,X,13,M,M,C,S,1,24,16,16,
9631,46103,NWFN TRAP 1,15-Jun-04,NWFN,PAR,738,24,80,11,,Z,13,M,M,C,S,1,24,16,16,
9633,46106,NWFN TRAP 1,16-Jun-04,NWFN,ICC,745,24,100,11,,B,13,M,M,C,S,0,24,16,16,
9633,46108,NWFN TRAP 1,16-Jun-04,NWFN,ICC,745,24,100,11,,D,13,M,M,C,S,2,24,16,16,
9633,46111,NWFN TRAP 1,16-Jun-04,NWFN,ICC,745,24,100,11,,F,13,M,M,C,S,0,24,16,16,
9633,46112,NWFN TRAP 1,16-Jun-04,NWFN,ICC,747,24,100,11,,H,13,M,M,C,S,2,24,16,16,
9633,46114,NWFN TRAP 1,16-Jun-04,NWFN,ICC,747,24,100,11,,J,13,M,M,C,S,0,24,16,16,
9633,46115,NWFN TRAP 1,16-Jun-04,NWFN,ICC,747,24,100,11,,L,13,M,M,C,S,1,24,16,16,
9633,46116,NWFN TRAP 1,16-Jun-04,NWFN,ICC,745,24,100,11,,N,13,M,M,C,S,0,24,16,16,
9633,46117,NWFN TRAP 1,16-Jun-04,NWFN,ICC,745,24,100,11,,P,13,M,M,C,S,0,24,16,16,
9633,46118,NWFN TRAP 1,16-Jun-04,NWFN,ICC,740,24,100,11,,R,13,M,M,C,S,1,24,16,16,
9633,46119,NWFN TRAP 1,16-Jun-04,NWFN,ICC,740,24,100,11,,T,13,M,M,C,S,1,24,16,16,
9633,46120,NWFN TRAP 1,16-Jun-04,NWFN,ICC,745,24,100,11,,V,13,M,M,C,S,1,24,16,16,
9633,46121,NWFN TRAP 1,16-Jun-04,NWFN,ICC,745,24,100,11,,X,13,M,M,C,S,0,24,16,16,
9633,46122,NWFN TRAP 1,16-Jun-04,NWFN,ICC,745,24,100,11,,Z,13,M,M,C,S,2,24,16,16,
9634,46125,NWFN TRAP 1,17-Jun-04,NWFN,PAR,700,24,100,11,,B,13,M,M,C,S,2,24,16,16,
9634,46127,NWFN TRAP 1,17-Jun-04,NWFN,PAR,700,24,100,11,,D,13,M,M,C,S,0,24,16,16,
9634,46128,NWFN TRAP 1,17-Jun-04,NWFN,PAR,700,24,100,11,,F,13,M,M,C,S,0,24,16,16,
9634,46129,NWFN TRAP 1,17-Jun-04,NWFN,PAR,700,24,100,11,,H,13,M,M,C,S,1,24,16,16,
9634,46131,NWFN TRAP 1,17-Jun-04,NWFN,PAR,700,24,100,11,,J,13,M,M,C,S,0,24,16,16,
9634,46132,NWFN TRAP 1,17-Jun-04,NWFN,PAR,700,24,100,11,,L,13,M,M,C,S,1,24,16,16,
9634,46134,NWFN TRAP 1,17-Jun-04,NWFN,PAR,700,24,100,11,,N,13,M,M,C,S,0,24,16,16,
9634,46135,NWFN TRAP 1,17-Jun-04,NWFN,PAR,700,24,100,11,,P,13,M,M,C,S,1,24,16,16,
9634,46136,NWFN TRAP 1,17-Jun-04,NWFN,PAR,700,24,100,11,,R,13,M,M,C,S,0,24,16,16,
9634,46137,NWFN TRAP 1,17-Jun-04,NWFN,PAR,700,24,100,11,,T,13,M,M,C,S,0,24,16,16,
9634,46138,NWFN TRAP 1,17-Jun-04,NWFN,PAR,745,24,100,11,,V,13,M,M,C,S,0,24,16,16,
9634,46139,NWFN TRAP 1,17-Jun-04,NWFN,PAR,700,24,100,11,,X,13,M,M,C,S,0,24,16,16,
9634,46140,NWFN TRAP 1,17-Jun-04,NWFN,PAR,700,24,100,11,,Z,13,M,M,C,S,0,24,16,16,
9635,46142,NWFN TRAP 1,18-Jun-04,NWFN,CPW,735,24,95,11,,B,13,M,M,C,S,0,24,16,16,
9635,46143,NWFN TRAP 1,18-Jun-04,NWFN,CPW,735,24,95,11,,D,13,M,M,C,S,0,24,16,16,
9635,46144,NWFN TRAP 1,18-Jun-04,NWFN,CPW,735,24,95,11,,F,13,M,M,C,S,1,24,16,16,
9635,46145,NWFN TRAP 1,18-Jun-04,NWFN,CPW,740,24,95,11,,H,13,M,M,C,S,1,24,16,16,
9635,46146,NWFN TRAP 1,18-Jun-04,NWFN,CPW,740,24,95,11,,J,13,M,M,C,S,1,24,16,16,
9635,46147,NWFN TRAP 1,18-Jun-04,NWFN,CPW,740,24,95,11,,L,12,M,M,C,S,0,24,16,16,TUBE BLOCKING DOOR
9635,46148,NWFN TRAP 1,18-Jun-04,NWFN,CPW,733,24,95,11,,N,13,M,M,C,S,0,24,16,16,
9635,46149,NWFN TRAP 1,18-Jun-04,NWFN,CPW,735,24,95,11,,P,13,M,M,C,S,0,24,16,16,
9635,46150,NWFN TRAP 1,18-Jun-04,NWFN,CPW,735,24,95,11,,R,13,M,M,C,S,0,24,16,16,
9635,46151,NWFN TRAP 1,18-Jun-04,NWFN,CPW,735,24,95,11,,T,13,M,M,C,S,0,24,16,16,
9635,46152,NWFN TRAP 1,18-Jun-04,NWFN,CPW,819,24,95,11,,V,13,M,M,C,S,1,24,16,16,
9635,46153,NWFN TRAP 1,18-Jun-04,NWFN,CPW,801,24,95,11,,X,13,M,M,C,S,1,24,16,16,
9635,46154,NWFN TRAP 1,18-Jun-04,NWFN,CPW,733,24,95,11,,Z,13,M,M,C,S,2,24,16,16,
9654,46294,NWFN TRAP 1,19-Jun-04,NWFN,MPG,740,24,98,0,,B,13,M,M,C,S,0,24,16,16,
9654,46295,NWFN TRAP 1,19-Jun-04,NWFN,MPG,740,24,98,0,,D,13,M,M,C,S,1,24,16,16,
9654,46296,NWFN TRAP 1,19-Jun-04,NWFN,MPG,740,24,98,0,,F,13,M,M,C,S,0,24,16,16,
9654,46297,NWFN TRAP 1,19-Jun-04,NWFN,MPG,732,24,98,0,,H,12,M,M,C,S,0,24,16,16,CHAMBER BLOCKING DOOR
